Date,^NSEI Open,^NSEI High,^NSEI Low,^NSEI Close,^NSEI Adj Close,BAJFINANCE.NS Open,BAJFINANCE.NS High,BAJFINANCE.NS Low,BAJFINANCE.NS Close,BAJFINANCE.NS Adj Close,HDFCBANK.NS Open,HDFCBANK.NS High,HDFCBANK.NS Low,HDFCBANK.NS Close,HDFCBANK.NS Adj Close,INFY.NS Open,INFY.NS High,INFY.NS Low,INFY.NS Close,INFY.NS Adj Close,NESTLEIND.NS Open,NESTLEIND.NS High,NESTLEIND.NS Low,NESTLEIND.NS Close,NESTLEIND.NS Adj Close
18/06/2021,15756.5,15761.5,15450.90039,15683.34961,15683.34961,6089.899902,6148,5965.049805,6087.049805,6077.22998,1469.5,1490,1455,1479.800049,1473.423096,1509,1515.800049,1487.400024,1503.300049,1490.094238,18059,18098.94922,17600,17670.65039,17566.68555
21/06/2021,15525.84961,15765.15039,15505.65039,15746.5,15746.5,6000,6135,5987.100098,6116,6106.133301,1461.349976,1491.800049,1459,1488.699951,1482.284668,1493,1505.800049,1484.199951,1500.300049,1487.120605,17631.40039,17710.05078,17513,17649.15039,17545.31055
22/06/2021,15840.5,15895.75,15752.09961,15772.75,15772.75,6150,6189,6000,6016.799805,6007.093262,1497,1508,1480,1483.800049,1477.405884,1509.699951,1521.449951,1502.099976,1511.849976,1498.569092,17670,17747.94922,17410,17436.55078,17333.96289
23/06/2021,15862.79981,15862.9502,15673.9502,15686.9502,15686.9502,6051,6115,6001,6015.600098,6005.895508,1490,1497.800049,1478.599976,1485.5,1479.098511,1525,1525,1498.650024,1503.150024,1489.945557,17499.94922,17560,17370,17414.80078,17312.33984
24/06/2021,15737.29981,15821.40039,15702.7002,15790.4502,15790.4502,6027,6108,6011,6043.600098,6033.850098,1490,1513.449951,1488,1506.25,1499.759033,1517,1568.75,1511.199951,1559.199951,1545.503052,17415.05078,17670,17322.40039,17619.75,17516.08398
25/06/2021,15839.34961,15870.79981,15772.29981,15860.34961,15860.34961,6057,6107,6030.200195,6075.799805,6065.998047,1511.099976,1522,1507,1515.099976,1508.570923,1572,1578,1543,1574.199951,1560.371338,17570.25,17650,17435,17506.69922,17403.69922
28/06/2021,15915.34961,15915.65039,15792.15039,15814.7002,15814.7002,6100,6117.700195,6015,6037.049805,6027.310547,1520,1523,1505,1508.349976,1501.849976,1572.900024,1580.150024,1560.599976,1571.800049,1557.992554,17507.05078,17620,17453.5,17506.15039,17403.15234
29/06/2021,15807.5,15835.90039,15724.04981,15748.4502,15748.4502,6040,6137.649902,6002.100098,6052.399902,6042.635742,1507,1508.199951,1492.150024,1502.050049,1502.050049,1561,1573.650024,1559.199951,1563.050049,1549.319336,17590,17750,17489.65039,17599.25,17495.70508
30/06/2021,15776.90039,15839.09961,15708.75,15721.5,15721.5,6050,6125,6000,6015.850098,6006.14502,1498,1509,1494.099976,1497.900024,1497.900024,1572.050049,1591,1572.050049,1580.800049,1566.913452,17640,17745,17575,17633,17529.25586
01/07/2021,15755.04981,15755.54981,15667.04981,15680,15680,6040,6040,5940,5967.149902,5957.523438,1502,1502,1483,1486.75,1486.75,1576.849976,1576.849976,1559.050049,1560.400024,1546.692627,17630,17725,17569.5,17646.19922,17542.37695
02/07/2021,15705.84961,15738.34961,15635.9502,15722.2002,15722.2002,6000,6030,5965,5997.75,5988.074219,1485,1489.25,1477,1480.400024,1480.400024,1558.949951,1569.449951,1542.599976,1567.800049,1554.02771,17679,17680,17486,17602,17498.4375
05/07/2021,15793.40039,15845.9502,15762.04981,15834.34961,15834.34961,6029,6095.950195,6006.049805,6072.700195,6062.90332,1489.949951,1504.5,1484.550049,1495.449951,1495.449951,1569.150024,1585,1561.050049,1578.949951,1565.07959,17605.09961,17712,17523.30078,17641.34961,17537.55664
06/07/2021,15813.75,15914.2002,15801,15818.25,15818.25,6055,6342.799805,6053,6202.399902,6192.394043,1497,1540,1496,1534.699951,1534.699951,1573.699951,1586.75,1557.099976,1562.199951,1548.476807,17635.55078,17637.84961,17417,17470.09961,17367.31445
07/07/2021,15819.59961,15893.54981,15779.7002,15879.65039,15879.65039,6220,6286,6160.399902,6198.600098,6188.600098,1534,1545.349976,1527.699951,1539.5,1539.5,1566.050049,1570.550049,1544.650024,1564.599976,1550.855713,17400,17800,17360.25,17716.94922,17612.71094
08/07/2021,15855.40039,15885.75,15682.90039,15727.90039,15727.90039,6180,6220.899902,6080.399902,6117.799805,6117.799805,1525,1537.699951,1513.449951,1520.449951,1520.449951,1568,1576,1549,1560.75,1547.039551,17616,17699.84961,17538.09961,17618.90039,17515.24023
09/07/2021,15688.25,15730.84961,15632.75,15689.79981,15689.79981,6083,6171,6061.049805,6136.149902,6136.149902,1512.550049,1516,1497.5,1502,1502,1556,1569.900024,1551,1562.900024,1549.170654,17555.05078,17680,17550,17636,17532.23828
12/07/2021,15766.79981,15789.2002,15644.75,15692.59961,15692.59961,6175,6198.899902,6103.600098,6149.549805,6149.549805,1502,1502,1484,1487,1487,1570.550049,1578,1533.75,1547.849976,1534.252808,17755.30078,17755.34961,17571.59961,17641.40039,17537.60742
13/07/2021,15794,15820.79981,15744.59961,15812.34961,15812.34961,6185,6225,6140,6154.299805,6154.299805,1496.099976,1506.099976,1484.099976,1501.849976,1501.849976,1556.400024,1556.400024,1536.300049,1544.949951,1531.378296,17730,17733,17601.09961,17691.90039,17587.81055
14/07/2021,15808.7002,15877.34961,15764.2002,15853.9502,15853.9502,6150,6182,6120,6133.899902,6133.899902,1497.5,1507.349976,1491.099976,1499.150024,1499.150024,1554,1582.800049,1538.099976,1576.900024,1563.047729,17691.90039,17691.90039,17520,17539.69922,17436.50391
15/07/2021,15872.15039,15952.34961,15855,15924.2002,15924.2002,6133.899902,6177.200195,6102,6129.700195,6129.700195,1505,1526.75,1499.650024,1520.699951,1520.699951,1557.900024,1596.849976,1556,1580.800049,1566.913452,17525,17657.80078,17450,17621.84961,17518.17188
16/07/2021,15958.34961,15962.25,15882.59961,15923.40039,15923.40039,6125,6190,6097.200195,6125.450195,6125.450195,1527.949951,1529.949951,1518.800049,1522.349976,1522.349976,1573.75,1574.650024,1549.599976,1555.449951,1541.786011,17655,17715,17537.94922,17654.19922,17550.33008
19/07/2021,15754.5,15836.90039,15707.5,15752.40039,15752.40039,6088,6123,5935,6015.399902,6015.399902,1487,1488.849976,1466,1471,1471,1544.699951,1552.900024,1537.550049,1541.699951,1528.15686,17550,17845,17550,17752.44922,17648.00195
20/07/2021,15703.9502,15728.4502,15578.54981,15632.09961,15632.09961,6020,6027.950195,5868,5941.850098,5941.850098,1442,1454,1436.150024,1443.150024,1443.150024,1538.300049,1557.699951,1538,1550.050049,1536.433594,17749.94922,17907,17701,17856.09961,17751.04297
22/07/2021,15736.59961,15834.79981,15726.40039,15824.04981,15824.04981,5930,6244,5921.149902,6195.549805,6195.549805,1456.099976,1468.5,1445,1448.699951,1448.699951,1561.400024,1592.849976,1561.400024,1590.199951,1576.230835,17856.09961,18046.44922,17700,17994.80078,17888.92773
23/07/2021,15856.79981,15899.79981,15768.40039,15856.04981,15856.04981,6189,6225,6140,6180.899902,6180.899902,1451.5,1457.449951,1435.300049,1442.75,1442.75,1588.550049,1598.5,1585.050049,1590.449951,1576.478638,17930.34961,18224,17882.25,18143.94922,18037.19922
26/07/2021,15849.29981,15893.34961,15797,15824.4502,15824.4502,6150,6198.299805,6130,6162.450195,6162.450195,1430,1444,1428.099976,1434.550049,1434.550049,1594.099976,1611.650024,1594.099976,1603.900024,1589.810547,18071.84961,18187.75,18010.80078,18101.34961,17994.84961
27/07/2021,15860.5,15881.54981,15701,15746.4502,15746.4502,6180,6327,6175,6231.450195,6231.450195,1436.099976,1449.900024,1436.099976,1439.75,1439.75,1605,1609.300049,1597.900024,1602.550049,1588.472412,18012,18449,17972.5,18226.09961,18118.86523
28/07/2021,15761.54981,15767.5,15513.4502,15709.40039,15709.40039,6257.899902,6284,6157,6262,6262,1435.050049,1438.699951,1404,1417.300049,1417.300049,1605.099976,1607.599976,1585.5,1605.599976,1591.495483,18334,18334,17901,18022.55078,17916.51563
29/07/2021,15762.7002,15817.34961,15737.79981,15778.4502,15778.4502,6289.950195,6430,6264.049805,6400.100098,6400.100098,1428.25,1429.949951,1413.300049,1418.25,1418.25,1600.099976,1620,1600.099976,1617,1602.79541,17950,18200,17780,17914.75,17809.34766
30/07/2021,15800.59961,15862.79981,15744.84961,15763.04981,15763.04981,6416.850098,6416.850098,6212.200195,6228.100098,6228.100098,1419,1431.75,1407.949951,1426.449951,1426.449951,1610,1623.400024,1606.150024,1610.5,1596.352539,17914.75,17955.94922,17655.05078,17702.65039,17598.49609
02/08/2021,15874.90039,15892.90039,15834.65039,15885.15039,15885.15039,6270,6283.950195,6170,6200.5,6200.5,1435,1435,1416.25,1422.650024,1422.650024,1627.449951,1634.75,1619.199951,1631.550049,1617.217651,17795.80078,17900.80078,17675,17714.65039,17610.42578
03/08/2021,15951.54981,16146.90039,15914.34961,16130.75,16130.75,6215,6342,6206,6331.899902,6331.899902,1410,1439.900024,1410,1434.699951,1434.699951,1647,1658.650024,1635.599976,1655.199951,1640.65979,17670.19922,18380,17654,18284.09961,18176.52539
04/08/2021,16195.25,16290.2002,16176.15039,16258.79981,16258.79981,6343,6477.450195,6315,6359.149902,6359.149902,1441,1474.5,1440,1465.300049,1465.300049,1669.099976,1679.900024,1639.050049,1649.25,1634.762085,18294.09961,18349.94922,18017.09961,18057.34961,17951.10938
05/08/2021,16288.9502,16349.4502,16210.29981,16294.59961,16294.59961,6354,6355.5,6232,6248.25,6248.25,1467.099976,1507.050049,1457.400024,1484.849976,1484.849976,1649.5,1666,1647.050049,1653.550049,1639.024414,18150,18284.09961,18002,18208.75,18101.61914
06/08/2021,16304.40039,16336.75,16223.29981,16238.2002,16238.2002,6285,6299.5,6211,6224.299805,6224.299805,1483.550049,1500,1474,1492.650024,1492.650024,1657,1660.650024,1644,1650.199951,1635.703735,18200,18208,17980,18020.65039,17914.625
09/08/2021,16281.34961,16320.75,16179.04981,16258.25,16258.25,6225,6269.950195,6136.049805,6193.149902,6193.149902,1492,1507.349976,1476,1503.900024,1503.900024,1661,1667.449951,1646.400024,1663.300049,1648.688721,18070,18235,18020.65039,18202.30078,18095.20703
10/08/2021,16274.79981,16359.25,16202.25,16280.09961,16280.09961,6225,6248.450195,6142.049805,6170.100098,6170.100098,1489,1519.75,1489,1507.650024,1507.650024,1668,1680,1661.050049,1677.25,1662.516113,18210,18370.69922,18085.09961,18273.30078,18165.78906
11/08/2021,16327.29981,16338.75,16162.54981,16282.25,16282.25,6176.100098,6199.950195,6057,6167.799805,6167.799805,1514.900024,1518.849976,1491.050049,1494.949951,1494.949951,1674.800049,1684,1668,1677.550049,1662.813599,18315,18315,18025.34961,18167.80078,18060.91016
12/08/2021,16303.65039,16375.5,16286.90039,16364.40039,16364.40039,6181,6254.899902,6151.25,6199.5,6199.5,1497,1507.599976,1489.300049,1501.400024,1501.400024,1679.150024,1696.5,1674,1689.599976,1674.75769,18180.80078,18247.94922,18080,18133.84961,18027.1582
13/08/2021,16385.69922,16543.59961,16376.29981,16529.09961,16529.09961,6210,6228.850098,6131,6156.549805,6156.549805,1501.199951,1531,1501,1526.199951,1526.199951,1697,1722.5,1691.300049,1712.199951,1697.159058,18199.69922,18290.05078,18131.69922,18269.55078,18162.0625
16/08/2021,16518.40039,16589.40039,16480.75,16563.05078,16563.05078,6149,6395,6103.850098,6377.149902,6377.149902,1526.150024,1535,1521.449951,1530.599976,1530.599976,1707.699951,1719.949951,1690.099976,1704.400024,1689.427612,18269.55078,18499,18177.15039,18295.25,18187.60938
17/08/2021,16545.25,16628.55078,16495.40039,16614.59961,16614.59961,6409.950195,6436.850098,6305,6410.100098,6410.100098,1517.199951,1524,1505.300049,1514.650024,1514.650024,1703.900024,1748.900024,1686.550049,1741.650024,1726.350464,18350,18797.44922,18301.40039,18732.55078,18622.33789
18/08/2021,16691.94922,16701.84961,16535.84961,16568.84961,16568.84961,6434,6640,6406.049805,6544.100098,6544.100098,1556.699951,1565.349976,1508.349976,1513,1513,1729,1755.5,1727,1733.449951,1718.222412,18751,18969,18750.05078,18911,18799.73633
20/08/2021,16382.5,16509.55078,16376.04981,16450.5,16450.5,6471.950195,6732.700195,6455.649902,6661.100098,6661.100098,1486.050049,1519.800049,1486.050049,1514.75,1514.75,1716.099976,1745,1716.099976,1732.949951,1717.726807,18555.25,19641.09961,18555.25,19571.25,19456.10156
23/08/2021,16592.25,16592.5,16395.69922,16496.44922,16496.44922,6740,6819.5,6697,6752.200195,6752.200195,1529.849976,1533.150024,1508.650024,1524.599976,1524.599976,1735.75,1753.150024,1732,1738.75,1723.475952,19700,20095,19557.65039,20021.05078,19903.25586
24/08/2021,16561.40039,16647.09961,16495.30078,16624.59961,16624.59961,6775,7049,6727.950195,6980.100098,6980.100098,1530,1564.5,1527.449951,1558.849976,1558.849976,1750,1757,1712.699951,1720.849976,1705.733154,20100,20199,19665,19779.84961,19663.47461
25/08/2021,16654,16712.44922,16617.5,16634.65039,16634.65039,7005,7054,6921,6944.950195,6944.950195,1552.099976,1564.800049,1548,1557.400024,1557.400024,1718,1746.900024,1718,1735.550049,1720.304077,19786,20325,19786,19909.84961,19792.70898
26/08/2021,16627.94922,16683.69922,16603.40039,16636.90039,16636.90039,6900,6993.25,6855,6931.950195,6931.950195,1550,1571,1543.449951,1554.800049,1554.800049,1734,1746,1720,1727.699951,1712.522949,19974.94922,20119.69922,19805.55078,20052.69922,19934.71875
27/08/2021,16642.55078,16722.05078,16565.59961,16705.19922,16705.19922,6950,7024.350098,6872,6966.600098,6966.600098,1552,1558.650024,1545.25,1548.449951,1548.449951,1725,1727.699951,1705.199951,1708.800049,1693.789063,20100,20100,19896,19957.34961,19839.92969
30/08/2021,16775.84961,16951.5,16764.84961,16931.05078,16931.05078,6995.950195,7197,6980,7165.5,7165.5,1555.599976,1570,1551.599976,1568.25,1568.25,1703.050049,1718.650024,1690.400024,1698.050049,1683.133423,20050,20122.5,19684.25,19742.25,19626.0957
31/08/2021,16947.5,17153.5,16915.84961,17132.19922,17132.19922,7160,7598.799805,7130,7524.5,7524.5,1563.5,1583.349976,1562.199951,1581.400024,1581.400024,1700.150024,1715,1685.849976,1706.449951,1691.459595,19745,19839.94922,19350,19467.75,19353.21094
01/09/2021,17185.59961,17225.75,17055.05078,17076.25,17076.25,7525,7674.5,7483.350098,7519.600098,7519.600098,1575,1598,1574.5,1579.099976,1579.099976,1709.5,1709.5,1673.150024,1677.75,1663.011719,19746.80078,19890,19552.09961,19826.84961,19710.19727
02/09/2021,17095.40039,17245.5,17059.69922,17234.15039,17234.15039,7500,7586.399902,7445.049805,7498.450195,7498.450195,1574.099976,1592,1571.25,1589,1589,1677.349976,1694.300049,1662.650024,1689.099976,1674.261963,19874,20290,19761,20240.59961,20121.51367
03/09/2021,17262.44922,17340.09961,17212.19922,17323.59961,17323.59961,7500,7555,7461.75,7523.399902,7523.399902,1586.099976,1598,1568.300049,1576.050049,1576.050049,1696.050049,1705.949951,1684.400024,1700.650024,1685.710571,20250,20343,20101.05078,20266.65039,20147.41211
06/09/2021,17399.34961,17429.55078,17345.55078,17377.80078,17377.80078,7550,7615,7485.100098,7506.350098,7506.350098,1579.949951,1580.949951,1561.949951,1565.699951,1565.699951,1705.150024,1732,1699.349976,1730.400024,1715.199219,20260.15039,20348,20160,20223.19922,20104.21484
07/09/2021,17401.55078,17436.5,17287,17362.09961,17362.09961,7528.899902,7566.25,7407.200195,7457.299805,7457.299805,1562.5,1582,1555.199951,1569.25,1569.25,1730,1734.900024,1704,1706.650024,1691.657959,20166.15039,20392.69922,20166.15039,20368.44922,20248.61133
08/09/2021,17375.75,17383.40039,17254.19922,17353.5,17353.5,7457,7514,7411.049805,7463.200195,7463.200195,1571.949951,1580.5,1565.599976,1576.400024,1576.400024,1700.849976,1700.849976,1682.949951,1693.25,1678.37561,20300,20530,19785,19839.59961,19722.87305
09/09/2021,17312.84961,17379.65039,17302.69922,17369.25,17369.25,7430,7460,7380,7430.649902,7430.649902,1574,1579.449951,1561,1568.599976,1568.599976,1685.900024,1694.900024,1682.150024,1691.599976,1676.740112,19910,20525,19840.40039,20457.19922,20336.83984
13/09/2021,17363.55078,17378.34961,17269.15039,17355.30078,17355.30078,7430.649902,7495,7352,7445.549805,7445.549805,1562,1584,1553.650024,1555.550049,1555.550049,1683,1701.5,1675.199951,1691.900024,1677.037476,20300,20500,20230,20452.25,20331.91797
14/09/2021,17420.34961,17438.55078,17367.05078,17380,17380,7480,7530,7408,7417.549805,7417.549805,1560,1564.5,1546.599976,1548.550049,1548.550049,1695.949951,1695.949951,1678.599976,1686.150024,1671.338013,20450,20609.15039,20180,20230.44922,20111.42383
15/09/2021,17387.65039,17532.69922,17386.90039,17519.44922,17519.44922,7445,7480,7380,7414.149902,7414.149902,1535,1554.800049,1535,1546.800049,1546.800049,1693.25,1715.099976,1690.199951,1711.449951,1696.415649,20369.84961,20370,20087.90039,20119.19922,20000.82813
16/09/2021,17539.19922,17644.59961,17510.44922,17629.5,17629.5,7445,7445,7330.5,7411.5,7411.5,1537.75,1564.300049,1536.300049,1559.949951,1559.949951,1715.199951,1719.25,1691.449951,1702.25,1687.296509,20106.05078,20241.69922,19970,20027.84961,19910.01563
17/09/2021,17709.65039,17792.94922,17537.65039,17585.15039,17585.15039,7445.5,7679.950195,7360,7428.799805,7428.799805,1569,1589,1559.199951,1582.150024,1582.150024,1697,1718,1684.449951,1691.300049,1676.442749,20155,20299,20100.05078,20175.69922,20056.99609
20/09/2021,17443.84961,17622.75,17361.80078,17396.90039,17396.90039,7360,7581,7320.75,7442.450195,7442.450195,1564,1581.699951,1558,1559.849976,1559.849976,1685,1707.699951,1677.949951,1687.849976,1673.022949,20125,20386,20101,20322.59961,20203.03125
21/09/2021,17450.5,17578.34961,17326.09961,17562,17562,7481.149902,7847.100098,7401,7813.850098,7813.850098,1562,1568.650024,1528.949951,1551.949951,1551.949951,1700,1726.75,1684.650024,1718.449951,1703.354126,20200,20330,20002.15039,20189.55078,20070.76563
22/09/2021,17580.90039,17610.44922,17524,17546.65039,17546.65039,7850,7895,7771,7793.649902,7793.649902,1549,1550.150024,1530,1533.699951,1533.699951,1717,1738.900024,1713.050049,1716.900024,1701.817871,20173.84961,20173.84961,19810.09961,19925.19922,19807.96875
23/09/2021,17670.84961,17843.90039,17646.55078,17822.94922,17822.94922,7863.600098,7999,7804.649902,7899.049805,7899.049805,1542,1572,1542,1570,1570,1732,1745,1721.099976,1742.550049,1727.242554,20000,20121,19820,19839,19722.27734
24/09/2021,17897.44922,17947.65039,17819.40039,17853.19922,17853.19922,7949.850098,7949.850098,7725.649902,7793.399902,7793.399902,1579,1607.949951,1575,1601.550049,1601.550049,1758,1788,1752.449951,1763.849976,1748.355347,19927,19980,19800,19864.25,19747.37891
27/09/2021,17932.19922,17943.5,17802.90039,17855.09961,17855.09961,7849,7860,7740.049805,7795.450195,7795.450195,1615.699951,1635.5,1608,1625.099976,1625.099976,1768.75,1769,1718.099976,1721.150024,1706.030518,19900,19900,19601.09961,19642.19922,19526.63477
28/09/2021,17906.44922,17912.84961,17576.09961,17748.59961,17748.59961,7815,7825,7425.049805,7543.299805,7543.299805,1632,1632,1582,1615.050049,1615.050049,1710,1710,1675,1687.099976,1672.279541,19690,19718.65039,19459.05078,19544.75,19429.75781
29/09/2021,17657.94922,17781.75,17608.15039,17711.30078,17711.30078,7529,7635.850098,7456.149902,7515.399902,7515.399902,1597,1606.599976,1585.150024,1593.849976,1593.849976,1659.25,1701.400024,1655,1692.25,1677.384399,19544.75,19700,19421.65039,19506.75,19391.98242
30/09/2021,17718.90039,17742.15039,17585.34961,17618.15039,17618.15039,7545,7700,7490.899902,7668.100098,7668.100098,1586,1606.349976,1583.099976,1594.949951,1594.949951,1703,1703,1670.099976,1675.199951,1660.484131,19478.30078,19589.94922,19316.15039,19445.55078,19331.14258
01/10/2021,17531.90039,17557.15039,17452.90039,17532.05078,17532.05078,7620,7639.200195,7475,7522.75,7522.75,1583,1589,1565.25,1582.699951,1582.699951,1665.099976,1678.949951,1661.25,1665.150024,1650.522461,19445,19644.94922,19252.05078,19549.94922,19434.92773
04/10/2021,17615.55078,17750.90039,17581.34961,17691.25,17691.25,7588,7769,7560.149902,7695.049805,7695.049805,1589,1601.349976,1583.599976,1585.75,1585.75,1672.5,1688,1665.400024,1678.75,1664.00293,19549.94922,19650,19362.05078,19492.94922,19378.26172
05/10/2021,17661.34961,17833.44922,17640.90039,17822.30078,17822.30078,7683,7765,7634.100098,7724.200195,7724.200195,1592,1597.5,1576.25,1595.449951,1595.449951,1671,1702.949951,1663,1692.800049,1677.929565,19500,19587.05078,19344.84961,19395.55078,19281.4375
06/10/2021,17861.5,17884.59961,17613.15039,17646,17646,7810,7880.600098,7685,7735.149902,7735.149902,1596,1626.849976,1587,1614.900024,1614.900024,1702.099976,1709,1670,1673.550049,1658.848755,19444.90039,19624.25,19078,19157.15039,19044.43945
07/10/2021,17810.55078,17857.55078,17763.80078,17790.34961,17790.34961,7845.899902,7885,7738,7747.899902,7747.899902,1626.599976,1627.699951,1607,1610.5,1610.5,1687,1704.199951,1676.650024,1691,1676.145386,19200.80078,19304.19922,18955.34961,19045.65039,18933.5957
08/10/2021,17886.84961,17941.84961,17840.34961,17895.19922,17895.19922,7750,7829,7712,7732.200195,7732.200195,1612,1622,1600.150024,1602.650024,1602.650024,1705.25,1731.5,1698.400024,1723.849976,1708.706787,19055,19179.94922,18937.55078,18986.44922,18874.74219
11/10/2021,17867.55078,18041.94922,17839.09961,17945.94922,17945.94922,7773.899902,7904.399902,7752,7817.100098,7817.100098,1599.900024,1645,1599,1633.800049,1633.800049,1682,1730,1663.699951,1690.949951,1676.095703,19021,19195.5,19002.65039,19084.65039,18972.36523
12/10/2021,17915.80078,18008.65039,17864.94922,17991.94922,17991.94922,7810,7925,7750,7855.75,7855.75,1625,1641.550049,1625,1629.599976,1629.599976,1677,1689,1662,1685.150024,1670.346802,19068.90039,19450,18970.05078,19415.69922,19301.4668
13/10/2021,18097.84961,18197.80078,18050.75,18161.75,18161.75,7907.899902,8010,7861.299805,7929.299805,7929.299805,1637,1648,1630,1639.400024,1639.400024,1695.949951,1713.650024,1680.050049,1709.199951,1694.185425,19500,19605.05078,19226.05078,19320.65039,19206.97656
14/10/2021,18272.84961,18350.75,18248.69922,18338.55078,18338.55078,7969,7969,7812.350098,7862.899902,7862.899902,1638,1690,1638,1687.400024,1687.400024,1754,1783.599976,1698.199951,1715.75,1700.677979,19394,19428.75,19225,19325.40039,19211.69922
18/10/2021,18500.09961,18543.15039,18445.30078,18477.05078,18477.05078,8050,8050,7800.799805,7865.549805,7865.549805,1705,1725,1667.050049,1670.300049,1670.300049,1740,1799,1740,1792.150024,1776.40686,19600,19600,19220,19438.44922,19324.08203
19/10/2021,18602.34961,18604.44922,18377.69922,18418.75,18418.75,7890,7914.700195,7671,7739.299805,7739.299805,1675.449951,1692.449951,1671,1688.699951,1688.699951,1814,1834.5,1782.300049,1822.150024,1806.143311,19475,19732.05078,19284.05078,19368.44922,19254.49414
20/10/2021,18439.90039,18458.30078,18209.34961,18266.59961,18266.59961,7741,7833.549805,7575,7761.350098,7761.350098,1689.099976,1698.75,1664.449951,1673.849976,1673.849976,1829.400024,1848,1794.050049,1802.349976,1786.517212,19300,20200,19050.44922,19277.65039,19164.23047
21/10/2021,18382.69922,18384.19922,18048,18178.09961,18178.09961,7830,7830,7685,7737.299805,7737.299805,1671.800049,1681.949951,1660.849976,1676.300049,1676.300049,1814,1814,1746.849976,1753.650024,1738.244995,19460,19680,19056.69922,19233.15039,19119.99219
22/10/2021,18230.69922,18314.25,18034.34961,18114.90039,18114.90039,7756,7935,7665,7710.200195,7710.200195,1680.099976,1708,1670.75,1680.75,1680.75,1749.900024,1763.199951,1707,1719.800049,1704.692383,19438,19438,18850,19006.69922,18894.87305
25/10/2021,18229.5,18241.40039,17968.5,18125.40039,18125.40039,7750,7837.75,7350.5,7646.649902,7646.649902,1690,1690,1613.800049,1657,1657,1722.050049,1729.75,1687.199951,1707.550049,1692.550049,19000,19000.94922,18604.34961,18696.25,18586.25
26/10/2021,18154.5,18310.44922,18099.30078,18268.40039,18268.40039,7695,7894.950195,7651.100098,7855.649902,7855.649902,1650,1673.849976,1646.349976,1652.75,1652.75,1710.050049,1726.599976,1695.900024,1703.699951,1703.699951,18679.90039,19280,18638.94922,19217.59961,19217.59961
27/10/2021,18295.84961,18342.05078,18167.90039,18210.94922,18210.94922,7870,7919.950195,7461,7482.149902,7482.149902,1652.75,1665.050049,1637.300049,1642.800049,1642.800049,1709.099976,1734.150024,1701.150024,1728.949951,1728.949951,19197.30078,19420,18911.55078,19004.59961,19004.59961
28/10/2021,18187.65039,18190.69922,17799.44922,17857.25,17857.25,7540,7596,7353.399902,7484.25,7484.25,1650,1650,1587.150024,1593.599976,1593.599976,1719.349976,1724.75,1692.050049,1703.900024,1703.900024,19010,19118.5,18853.5,18991.40039,18991.40039
29/10/2021,17833.05078,17915.84961,17613.09961,17671.65039,17671.65039,7480,7549.700195,7313.049805,7400.200195,7400.200195,1590,1602,1560,1582.849976,1582.849976,1699,1712.599976,1661.050049,1667.75,1667.75,19000,19200,18758.15039,19000.15039,19000.15039
01/11/2021,17783.15039,17954.09961,17697.09961,17929.65039,17929.65039,7430,7500.200195,7220,7413.950195,7413.950195,1585,1611,1583.550049,1605.300049,1605.300049,1677.5,1707.199951,1676,1700.050049,1700.050049,19098.90039,19098.90039,18735.94922,18939.59961,18939.59961
02/11/2021,17970.90039,18012.25,17847.59961,17888.94922,17888.94922,7466.700195,7555,7400.25,7455.350098,7455.350098,1606,1622,1600.050049,1606.75,1606.75,1695,1706.449951,1686.349976,1697.900024,1697.900024,18901,19034.05078,18639.55078,18773.94922,18773.94922
03/11/2021,17947.94922,17988.75,17757.94922,17829.19922,17829.19922,7486,7538.799805,7451,7516.25,7516.25,1605.099976,1609.900024,1575.550049,1581.449951,1581.449951,1709,1717.449951,1699,1702.5,1702.5,18860,18887.94922,18561,18737.15039,18737.15039
04/11/2021,17935.05078,17947.55078,17900.59961,17916.80078,17916.80078,7561,7569,7515,7525.100098,7525.100098,1595,1597.849976,1590.099976,1593.949951,1593.949951,1715,1717,1705,1708.699951,1708.699951,18900,18949,18811.90039,18889.25,18889.25
08/11/2021,18040.19922,18087.80078,17836.09961,18068.55078,18068.55078,7543.899902,7713.149902,7486,7673.649902,7673.649902,1592.099976,1604.699951,1570.449951,1600.25,1600.25,1730,1741,1703,1737.5,1737.5,18949,19095.94922,18680,19049.25,19049.25
09/11/2021,18084.34961,18112.59961,17983.05078,18044.25,18044.25,7700,7754.399902,7550,7577.5,7577.5,1594.599976,1594.599976,1569.050049,1572.25,1572.25,1734.75,1750,1726,1742.5,1742.5,19016.94922,19045,18801.05078,18940.75,18940.75
10/11/2021,17973.44922,18061.25,17915,18017.19922,18017.19922,7545,7610,7505,7581.450195,7581.450195,1568,1569,1550,1555.25,1555.25,1726,1750.949951,1721.949951,1740.150024,1740.150024,18947.90039,19042.59961,18800,18952.90039,18952.90039
11/11/2021,17967.44922,17971.34961,17798.19922,17873.59961,17873.59961,7570.200195,7600.950195,7410,7452.700195,7452.700195,1550.050049,1554.900024,1535.599976,1548.300049,1548.300049,1732.949951,1739.75,1709,1733.300049,1733.300049,18950,18950,18670.05078,18854,18854
12/11/2021,17977.59961,18123,17905.90039,18102.75,18102.75,7500,7600.25,7453,7579.100098,7579.100098,1550,1559.050049,1545.050049,1553,1553,1743,1782.849976,1738.050049,1780.199951,1780.199951,18950,19259.19922,18860.84961,19142.44922,19142.44922
